#,داوران,تعداد قضاوت در این فصل
۱۸,اشکان خورشیدی,۸
۱۹,جمشید محمدی,۶
۲۰,تورج حق‌وردی,۵
۲۱,رضا کرمانشاهی,۵
۲۲,جمشید دانش‌مهر,۵
۲۳,فرشید افشار,۵
۲۴,امیرحسین فتاحی,۴
۲۵,رحیم مهرپیشه,۴
۲۶,محمد کمانی,۳
۲۷,محمد ملکی,۲
۲۸,محمدرضا فغانی,۲
۲۹,حسن اکرمی,۱
۳۰,موعود بنیادی‌فر,۱
۳۱,جواد شرفی,۱
۳۲,حمید حاجلک,۱
۳۳,رسول رهبرفام,۱
۳۴,منصور نوری,۱
