#,داوران,تعداد قضاوت در این فصل
۱,محسن قهرمانی,۳۰
۲,تورج حق‌وردی,۲۲
۳,علیرضا فغانی,۲۱
۴,سعید مظفری‌زاده,۲۱
۵,محسن ترکی,۲۰
۶,احمد صالحی,۱۹
۷,حسین زرگر,۱۹
۸,یداله جهانبازی,۱۹
۹,اشکان خورشیدی,۱۶
۱۰,محمدرضا اکبریان,۱۱
۱۱,شاهین حاج‌بابایی,۱۱
۱۲,سعید بخشی‌زاده,۱۱
۱۳,البرز حاجی‌پور,۱۰
۱۴,رضا کرمانشاهی,۹
۱۵,مهدی سیدعلی,۹
۱۶,حسن اکرمی,۸
۱۷,قاسم واحدی,۸
