#,داوران,تعداد قضاوت در این فصل
۱,خداداد افشاریان,۲۱
۲,یدالله جهانبازی,۲۰
۳,سعید مظفری‌زاده,۱۹
۴,رحیم رحیمی‌مقدم,۱۸
۵,علیرضا فغانی,۱۸
۶,مسعود مرادی,۱۸
۷,محمود رفیعی,۱۷
۸,البرز حاجی‌پور,۱۷
۹,شاهین حاج‌بابایی,۱۶
۱۰,سعید بخشی‌زاده,۱۵
۱۱,نوید مظفری,۱۵
۱۲,محسن ترکی,۱۴
۱۳,احمد صالحی,۱۴
۱۴,تورج حق‌وردی,۱۳
۱۵,قاسم واحدی,۱۲
