#,داوران,تعداد قضاوت در این فصل
۱,علیرضا فغانی,۱۷
۲,حسین زرگر,۱۶
۳,محمدحسین زاهدی‌فر,۱۵
۴,مهدی سیدعلی,۱۴
۵,رضا کرمانشاهی,۱۳
۶,کوپال ناظمی,۱۲
۷,پیام حیدری,۱۲
۸,وحید کاظمی,۱۲
۹,موعود بنیادی‌فر,۱۱
۱۰,علی صفایی,۱۱
۱۱,محمدرضا اکبریان,۱۰
۱۲,رضا مهدوی,۱۰
۱۳,مهدی مرجان‌زاده,۱۰
۱۴,بیژن حیدری,۱۰
۱۵,اشکان خورشیدی,۸
