#,داوران,تعداد قضاوت در این فصل
۱,اشکان خورشیدی,۱۶
۲,حمید حاج‌ملک,۱۶
۳,علیرضا فغانی,۱۵
۴,محمدرضا اکبریان,۱۳
۵,موعود بنیادی‌فر,۱۳
۶,رضا کرمانشاهی,۱۳
۷,پیام حیدری,۱۳
۸,بیژن حیدری,۱۳
۹,تورج حق‌وردی,۱۲
۱۰,مهدی سیدعلی,۱۲
۱۱,شاهین حاج‌بابایی,۱۱
۱۲,محمدرضا فغانی,۱۱
۱۳,رضا مهدوی,۱۰
۱۴,حسین زرگر,۱۰
۱۵,محمدحسین زاهدی‌فر,۹
