#,داوران,تعداد قضاوت در این فصل
۱,محسن ترکی,۲۳
۲,فریدون اصفهانیان,۲۲
۳,مسعود مرادی,۲۱
۴,رحیم رحیمی‌مقدم,۲۱
۵,خداداد افشاریان,۲۰
۶,هدایت ممبینی,۱۹
۷,نوید مظفری,۱۷
۸,محمود رفیعی,۱۷
۹,ایرج نظری,۱۴
۱۰,البرز حاجی‌پور,۱۲
۱۱,حسن نوشه‌ور,۱۱
