#,داوران,تعداد قضاوت در این فصل
۱,یداله جهانبازی,۲۱
۲,خداداد افشاریان,۱۹
۳,سعید مظفری‌زاده,۱۸
۴,علیرضا فغانی,۱۷
۵,هدایت ممبینی,۱۷
۶,محمود رفیعی,۱۷
۷,احمد صالحی,۱۶
۸,تورج حق‌وردی,۱۶
۹,محسن قهرمانی,۱۶
۱۰,سعید بخشی‌زاده,۱۵
۱۱,شاهین حاج‌بابایی,۱۵
۱۲,نوید مظفری,۱۳
۱۳,رحیم رحیمی‌مقدم,۱۳
